A1007549,TOP,103.07
A1007569,PANAMA,140.61
A1007592,TOP,9.26
A1007602,PANAMA,45.45
A1007609,STETSON,15.44
A1007613,STRAW,75.2
A1007642,BOATER,84.57
A1007669,SOMBRERO,144.49
A1007679,FLAT,107.55
A1007692,STRAW,45.4
A1007703,TRICORNE,36.22
A1007713,STRAW,27.06
A1007725,FLAT,13.71
A1007750,SOMBRERO,134.74
A1007752,BOATER,91.68
A1007760,STRAW,126.08
A1007778,FEDORA,77.51
A1007789,STRAW,10.45
A1007794,FEZ,38.83
A1007806,FEDORA,85.97
A1007824,FEZ,8.9
A1007844,BOWLER,51.56
A1007862,TRICORNE,25.54
A1007865,TRICORNE,71.83
A1007881,FLAT,132.4
A1007901,TOP,54.52
A1007931,TRICORNE,89.57
A1007951,BOATER,44.37
A1007952,FEZ,58.93
A1007968,BOWLER,65.65
A1007978,TOP,80.92
A1007981,TOP,98.68
A1007990,BOATER,92.18
A1008008,STETSON,69.49
A1008026,TOP,148.6
A1008032,FEZ,8.29
A1008057,TOP,62.79
A1008082,BOATER,19.79
A1008096,STETSON,125.11
A1008101,STRAW,127.77
A1008105,SOMBRERO,56.81
A1008126,TRICORNE,23.41
A1008146,FEDORA,94.93
A1008155,FEZ,28.17
A1008157,FLAT,97.78
A1008173,PANAMA,102.5
A1008177,BOWLER,124.2
A1008200,BOWLER,138.63
A1008227,FEZ,103.73
A1008237,FLAT,47.99
A1008263,BOWLER,28.09
A1008271,STETSON,54.25
A1008282,TRICORNE,8.71
A1008302,PANAMA,142.22
A1008329,BOWLER,102.47
A1008353,FEDORA,92.88
A1008383,FEDORA,58.67
A1008413,STETSON,126.3
A1008431,FEZ,102.77
A1008447,TRICORNE,108.11
A1008464,BOWLER,139.68
A1008476,FEZ,39.51
A1008477,PANAMA,72.58
A1008480,PANAMA,77.45
A1008497,BOWLER,5.8
A1008524,SOMBRERO,25.3
A1008553,BOATER,149.29
A1008579,BOATER,40.78
A1008588,FLAT,47.87
A1008615,BOWLER,49.21
A1008630,FLAT,9.11
A1008658,STETSON,6.62
A1008680,PANAMA,44.1
A1008698,FEDORA,57.07
A1008712,SOMBRERO,121.95
A1008739,BOATER,99.47
A1008766,FLAT,20.7
A1008784,BOATER,101.6
A1008810,BOATER,122.84
A1008832,TOP,70.87
A1008862,FLAT,111.69
A1008886,TOP,134.15
A1008898,FLAT,69.73
A1008907,TOP,93.72
A1008914,STRAW,48.77
A1008916,TRICORNE,72.82
A1008943,TOP,133.47
A1008964,FEZ,138.61
A1008971,FEZ,61.91
A1008992,BOATER,146.76
A1008993,FEZ,135.77
A1009003,PANAMA,146.04
A1009033,BOATER,10.48
A1009050,FEDORA,143.58
A1009076,BOATER,35.42
A1009095,STETSON,141.3
A1009102,BOWLER,142.95
A1009132,FEDORA,93.75
A1009156,BOWLER,110.9
A1009163,STETSON,61.69
A1009178,SOMBRERO,77.34
A1009198,BOATER,87.34
A1009214,BOWLER,92.47
A1009218,TRICORNE,42.95
A1009243,TRICORNE,103.98
A1009261,BOATER,43.44
A1009290,STRAW,33.65
A1009291,FEDORA,49.26
A1009305,BOATER,100.19
A1009318,FEZ,127.35
A1009348,TRICORNE,25.82
A1009377,PANAMA,49.96
A1009401,FEZ,55.73
A1009421,STETSON,67.71
A1009422,BOWLER,93.55
A1009449,BOATER,103.68
A1009473,TOP,120.97
A1009488,FEZ,108.63
A1009494,PANAMA,60.71
A1009497,SOMBRERO,10.17
A1009523,STETSON,105.75
A1009551,STRAW,19.04
A1009555,BOWLER,138.1
A1009565,STETSON,80.23
A1009570,FEZ,124.6
A1009584,STETSON,96.75
A1009601,BOWLER,96.58
A1009610,TRICORNE,103.4
A1009611,FEZ,149.78
A1009624,BOATER,83.73
A1009651,BOATER,75.38
A1009656,FLAT,145.35
A1009675,FEDORA,142.56
A1009681,TRICORNE,71.46
A1009703,BOWLER,128.41
A1009720,PANAMA,86.86
A1009745,STRAW,137.52
A1009755,STETSON,129.74
A1009758,FEDORA,40.94
A1009763,BOATER,129.64
A1009776,TOP,99.0
A1009795,PANAMA,59.33
A1009822,BOWLER,60.49
A1009826,BOATER,7.43
A1009852,STRAW,34.01
A1009855,FEZ,5.68
A1009858,FEZ,94.26
A1009871,FLAT,56.57
A1009892,TOP,12.67
A1009908,STRAW,5.69
A1009916,FEDORA,53.1
A1009934,SOMBRERO,120.49
A1009952,SOMBRERO,78.31
A1009956,SOMBRERO,69.46
A1009986,STETSON,52.61
A1009998,FEZ,29.49
A1010017,STETSON,98.03
A1010042,TOP,42.43
A1010065,FEZ,21.18
A1010081,TRICORNE,23.98
A1010095,FLAT,110.15
A1010099,TRICORNE,97.01
A1010126,FEDORA,43.39
A1010132,FLAT,42.76
A1010138,FEZ,148.28
A1010155,FLAT,15.68
A1010156,TOP,146.7
A1010157,BOATER,10.01
A1010177,STRAW,142.36
A1010207,FLAT,135.94
A1010227,FEDORA,116.87
A1010249,PANAMA,37.57
A1010271,TRICORNE,69.09
A1010301,STRAW,89.36
A1010308,FEZ,141.64
A1010336,STRAW,140.36
A1010362,BOATER,139.67
A1010378,STETSON,141.9
A1010385,BOWLER,43.82
A1010391,TRICORNE,11.06
A1010398,FEZ,21.66
A1010426,FEZ,69.43
A1010438,BOATER,131.54
A1010458,BOWLER,71.58
A1010475,STRAW,8.1
A1010486,BOATER,103.79
A1010492,STRAW,68.96
A1010503,BOATER,85.94
A1010505,FEDORA,146.3
A1010506,FEZ,105.29
A1010516,SOMBRERO,31.34
A1010541,STRAW,56.14
A1010560,STRAW,100.14
A1010582,BOATER,78.0
A1010600,BOWLER,88.66
A1010618,FLAT,32.5
A1010634,SOMBRERO,11.71
A1010646,TOP,140.58
A1010654,FEDORA,115.71
A1010675,SOMBRERO,139.88
A1010696,STETSON,117.7
A1010698,SOMBRERO,75.54
A1010717,PANAMA,41.46
A1010742,FEZ,89.45
A1010759,FEZ,21.34
A1010779,TOP,120.52
A1010786,FLAT,63.92
A1010798,FEDORA,14.67
A1010820,FLAT,83.15
A1010847,STETSON,19.86
A1010867,SOMBRERO,66.21
A1010886,STRAW,33.49
A1010899,FEDORA,144.05
A1010922,STRAW,133.31
A1010949,TOP,29.99
A1010961,FLAT,69.73
A1010990,SOMBRERO,34.98
A1011016,FEZ,122.47
A1011045,BOATER,47.39
A1011053,STETSON,138.08
A1011063,FEDORA,135.14
A1011077,SOMBRERO,25.77
A1011102,BOATER,37.04
A1011108,TRICORNE,144.33
A1011138,TOP,80.95
A1011143,TOP,115.93
A1011155,PANAMA,106.95
A1011158,TOP,19.06
A1011183,STETSON,107.94
A1011210,PANAMA,27.31
A1011216,STRAW,14.58
A1011232,PANAMA,15.38
A1011245,TRICORNE,47.7
A1011256,TOP,147.12
A1011259,BOATER,108.47
A1011286,TOP,113.02
A1011295,PANAMA,134.42
A1011313,FEDORA,85.16
A1011319,SOMBRERO,25.89
A1011322,STETSON,77.77
A1011330,TOP,90.8
A1011343,STRAW,91.96
A1011366,PANAMA,134.41
A1011394,SOMBRERO,127.25
A1011398,FEZ,122.19
A1011428,PANAMA,105.25
A1011454,BOWLER,65.34
A1011471,BOWLER,53.47
A1011501,BOATER,111.99
A1011517,STRAW,31.01
A1011543,FEDORA,137.54
A1011555,TRICORNE,25.71
A1011561,PANAMA,70.58
A1011578,BOATER,24.28
A1011591,BOWLER,54.93
A1011611,FEZ,86.47
A1011635,TRICORNE,51.27
A1011658,BOATER,11.5
A1011686,BOWLER,146.25
A1011691,TOP,123.37
A1011709,TOP,85.77
A1011736,TOP,91.74
A1011756,PANAMA,141.38
A1011770,TOP,123.24
A1011779,FEDORA,119.73
A1011800,BOATER,44.14
A1011820,BOATER,47.7
A1011835,STRAW,17.92
A1011847,TRICORNE,99.76
A1011855,SOMBRERO,40.7
A1011858,BOATER,35.09
A1011880,BOWLER,88.74
A1011892,TRICORNE,55.49
A1011919,FLAT,64.0
A1011949,STETSON,126.79
A1011970,TRICORNE,122.61
A1011990,FEDORA,124.48
A1012009,BOWLER,32.46
A1012033,TOP,120.72
A1012040,STETSON,43.77
A1012070,BOWLER,99.18
A1012081,PANAMA,7.13
A1012091,BOATER,128.03
A1012094,PANAMA,95.5
A1012112,BOWLER,65.56
A1012132,STRAW,123.87
A1012156,FEDORA,129.74
A1012172,SOMBRERO,137.43
A1012184,BOWLER,29.88
A1012212,SOMBRERO,57.33
A1012229,SOMBRERO,85.67
A1012245,STETSON,81.11
A1012253,BOWLER,55.97
A1012270,FEDORA,70.94
A1012273,BOWLER,31.94
A1012301,SOMBRERO,50.58
A1012311,STETSON,98.93
A1012338,STRAW,73.77
A1012367,PANAMA,16.56
A1012377,BOWLER,57.22
A1012383,FEDORA,65.61
A1012408,TRICORNE,140.67
A1012423,BOWLER,146.68
A1012440,STRAW,101.04
A1012461,PANAMA,54.19
A1012476,TRICORNE,5.44
A1012488,PANAMA,42.28
A1012499,STRAW,72.27
A1012526,SOMBRERO,31.09
A1012541,STRAW,126.89
A1012559,STETSON,19.96
A1012574,BOWLER,137.88
A1012595,STRAW,35.01
A1012605,TRICORNE,82.29
A1012615,FEZ,59.31
A1012625,FLAT,149.48
A1012626,PANAMA,134.58
A1012640,PANAMA,127.7
A1012666,FEZ,129.11
A1012672,SOMBRERO,47.47
A1012684,SOMBRERO,18.55
A1012694,FLAT,113.23
A1012695,PANAMA,73.68
A1012705,FEZ,112.28
A1012723,TOP,50.54
A1012739,FLAT,114.84
A1012765,STRAW,42.25
A1012778,BOWLER,14.34
A1012795,BOWLER,73.15
A1012814,STRAW,141.97
A1012842,PANAMA,104.93
A1012867,SOMBRERO,121.1
A1012893,FEZ,13.28
A1012917,TRICORNE,116.73
A1012924,BOWLER,66.06
A1012926,STRAW,19.38
A1012947,STETSON,20.81
A1012968,BOWLER,30.3
A1012997,FEDORA,49.55
A1013001,FEZ,25.09
A1013002,PANAMA,60.13
A1013030,STETSON,107.71
A1013041,FEZ,100.96
A1013068,TRICORNE,63.47
A1013094,PANAMA,43.68
A1013102,STETSON,74.33
A1013108,TRICORNE,100.98
A1013133,STRAW,38.49
A1013144,TRICORNE,16.89
A1013168,FEZ,120.13
A1013190,FEDORA,107.06
A1013198,BOATER,86.29
A1013204,FLAT,121.83
A1013214,SOMBRERO,104.28
A1013218,FLAT,96.76
A1013231,FEZ,114.68
A1013236,STETSON,115.01
A1013238,STRAW,11.98
A1013243,FEDORA,41.88
A1013244,STRAW,139.82
A1013274,TRICORNE,41.1
A1013288,TOP,67.01
A1013306,TRICORNE,104.77
A1013317,FEDORA,123.29
A1013319,STRAW,123.8
A1013341,FLAT,58.97
A1013360,TRICORNE,134.8
A1013388,FLAT,10.96
A1013410,BOWLER,111.53
A1013432,SOMBRERO,106.32
A1013433,FEZ,48.13
A1013454,SOMBRERO,80.45
A1013475,SOMBRERO,96.28
A1013487,TOP,46.12
A1013493,TRICORNE,49.6
A1013502,PANAMA,103.06
A1013519,PANAMA,145.93
A1013541,FEDORA,88.77
A1013558,BOWLER,38.23
A1013573,TRICORNE,79.29
A1013603,STETSON,114.42
A1013627,STETSON,25.79
A1013637,BOWLER,129.71
A1013653,TRICORNE,117.16
A1013668,PANAMA,147.28
A1013684,BOATER,94.06
A1013689,PANAMA,11.21
A1013713,STRAW,92.44
A1013728,STRAW,141.08
A1013750,STRAW,96.44
A1013760,PANAMA,36.4
A1013771,FEZ,59.16
A1013795,TOP,135.63
A1013817,BOATER,42.14
A1013843,BOATER,143.9
A1013865,STETSON,62.74
A1013886,BOATER,102.66
A1013909,STRAW,127.94
A1013928,STRAW,85.54
A1013955,FEZ,135.25
A1013984,SOMBRERO,39.31
A1013994,STETSON,108.24
A1014020,STRAW,84.49
A1014034,PANAMA,43.63
A1014051,FEDORA,42.17
A1014077,SOMBRERO,10.81
A1014090,FLAT,130.79
A1014095,PANAMA,137.35
A1014114,BOATER,34.34
A1014139,STRAW,44.38
A1014169,SOMBRERO,98.73
A1014183,BOWLER,65.85
A1014193,TRICORNE,6.47
A1014194,PANAMA,122.98
A1014216,TRICORNE,72.01
A1014237,FLAT,36.01
A1014241,STETSON,11.25
A1014253,PANAMA,81.81
A1014272,FLAT,77.76
A1014287,STRAW,9.47
A1014288,FEZ,111.66
A1014291,BOATER,123.81
A1014304,STETSON,6.54
A1014328,FLAT,91.43
A1014336,FEDORA,141.93
A1014353,STRAW,93.83
A1014364,TRICORNE,124.79
A1014383,BOWLER,32.16
A1014395,STETSON,120.34
A1014422,FLAT,130.04
A1014438,TOP,69.47
A1014443,BOATER,50.45
A1014464,BOATER,82.11
A1014482,TRICORNE,48.87
A1014485,PANAMA,68.64
A1014506,FEZ,57.64
A1014536,FLAT,78.82
A1014556,TOP,93.14
A1014579,SOMBRERO,131.98
A1014591,FEDORA,15.61
A1014607,BOWLER,49.81
A1014631,STETSON,24.08
A1014643,TRICORNE,64.8
A1014666,SOMBRERO,81.14
A1014677,BOATER,8.63
A1014681,STRAW,53.54
A1014686,PANAMA,140.43
A1014687,FEZ,23.96
A1014707,STETSON,130.04
A1014728,STETSON,147.59
A1014754,TOP,41.03
A1014757,TOP,76.27
A1014786,BOATER,93.79
A1014810,SOMBRERO,87.61
A1014811,FEZ,98.25
A1014827,TOP,41.9
A1014856,STRAW,46.7
A1014865,PANAMA,73.8
A1014886,PANAMA,34.17
A1014894,TRICORNE,30.59
A1014896,FEZ,46.62
A1014918,FLAT,134.24
A1014934,TRICORNE,29.01
A1014942,BOATER,75.81
A1014955,FEZ,30.19
A1014976,FLAT,14.55
A1015002,STRAW,37.55
A1015015,BOATER,123.68
A1015045,PANAMA,25.23
A1015067,FLAT,110.5
A1015069,STRAW,104.65
A1015070,STRAW,123.41
A1015090,FEDORA,93.96
A1015105,PANAMA,14.52
A1015130,FEZ,107.5
A1015150,SOMBRERO,78.86
A1015160,SOMBRERO,107.83
A1015163,FEDORA,10.99
A1015191,BOWLER,106.64
